Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Borgo Valsugana",PM10,2013-11-28,23,55,µg/mc
"Borgo Valsugana",PM10,2013-11-28,24,52,µg/mc
"Borgo Valsugana",PM10,2013-11-29,1,46,µg/mc
"Borgo Valsugana",PM10,2013-11-29,2,41,µg/mc
"Borgo Valsugana",PM10,2013-11-29,3,34,µg/mc
"Borgo Valsugana",PM10,2013-11-29,4,31,µg/mc
"Borgo Valsugana",PM10,2013-11-29,5,30,µg/mc
"Borgo Valsugana",PM10,2013-11-29,6,27,µg/mc
"Borgo Valsugana",PM10,2013-11-29,7,26,µg/mc
"Borgo Valsugana",PM10,2013-11-29,8,30,µg/mc
"Borgo Valsugana",PM10,2013-11-29,9,41,µg/mc
"Borgo Valsugana",PM10,2013-11-29,10,49,µg/mc
"Borgo Valsugana",PM10,2013-11-29,11,53,µg/mc
"Borgo Valsugana",PM10,2013-11-29,12,24,µg/mc
"Borgo Valsugana",PM10,2013-11-29,13,22,µg/mc
"Borgo Valsugana",PM10,2013-11-29,14,22,µg/mc
"Borgo Valsugana",PM10,2013-11-29,15,33,µg/mc
"Borgo Valsugana",PM10,2013-11-29,16,52,µg/mc
"Borgo Valsugana",PM10,2013-11-29,17,49,µg/mc
"Borgo Valsugana",PM10,2013-11-29,18,63,µg/mc
"Borgo Valsugana",PM10,2013-11-29,19,60,µg/mc
"Borgo Valsugana",PM10,2013-11-29,20,60,µg/mc
"Borgo Valsugana",PM10,2013-11-29,21,69,µg/mc
"Borgo Valsugana",PM10,2013-11-29,22,53,µg/mc
"Borgo Valsugana",PM10,2013-11-29,23,76,µg/mc
"Borgo Valsugana",PM10,2013-11-29,24,61,µg/mc
"Borgo Valsugana",PM10,2013-11-30,1,55,µg/mc
"Borgo Valsugana",PM10,2013-11-30,2,50,µg/mc
"Borgo Valsugana",PM10,2013-11-30,3,48,µg/mc
"Borgo Valsugana",PM10,2013-11-30,4,46,µg/mc
"Borgo Valsugana",PM10,2013-11-30,5,43,µg/mc
"Borgo Valsugana",PM10,2013-11-30,6,42,µg/mc
"Borgo Valsugana",PM10,2013-11-30,7,45,µg/mc
"Borgo Valsugana",PM10,2013-11-30,8,52,µg/mc
"Borgo Valsugana",PM10,2013-11-30,9,48,µg/mc
"Borgo Valsugana",PM10,2013-11-30,10,48,µg/mc
"Borgo Valsugana",PM10,2013-11-30,11,43,µg/mc
"Borgo Valsugana",PM10,2013-11-30,12,39,µg/mc
"Borgo Valsugana",PM10,2013-11-30,13,41,µg/mc
"Borgo Valsugana",PM10,2013-11-30,14,43,µg/mc
"Borgo Valsugana",PM10,2013-11-30,15,38,µg/mc
"Borgo Valsugana",PM10,2013-11-30,16,57,µg/mc
"Borgo Valsugana",PM10,2013-11-30,17,65,µg/mc
"Borgo Valsugana",PM10,2013-11-30,18,83,µg/mc
"Borgo Valsugana",PM10,2013-11-30,19,57,µg/mc
"Borgo Valsugana",PM10,2013-11-30,20,54,µg/mc
"Borgo Valsugana",PM10,2013-11-30,21,60,µg/mc
"Borgo Valsugana",PM10,2013-11-30,22,67,µg/mc
"Borgo Valsugana",PM10,2013-11-30,23,61,µg/mc
"Borgo Valsugana",PM10,2013-11-30,24,50,µg/mc
"Borgo Valsugana",PM10,2013-12-01,1,51,µg/mc
"Borgo Valsugana",PM10,2013-12-01,2,48,µg/mc
"Borgo Valsugana",PM10,2013-12-01,3,42,µg/mc
"Borgo Valsugana",PM10,2013-12-01,4,40,µg/mc
"Borgo Valsugana",PM10,2013-12-01,5,36,µg/mc
"Borgo Valsugana",PM10,2013-12-01,6,33,µg/mc
"Borgo Valsugana",PM10,2013-12-01,7,31,µg/mc
"Borgo Valsugana",PM10,2013-12-01,8,32,µg/mc
"Borgo Valsugana",PM10,2013-12-01,9,44,µg/mc
"Borgo Valsugana",PM10,2013-12-01,10,39,µg/mc
"Borgo Valsugana",PM10,2013-12-01,11,32,µg/mc
"Borgo Valsugana",PM10,2013-12-01,12,19,µg/mc
"Borgo Valsugana",PM10,2013-12-01,13,12,µg/mc
"Borgo Valsugana",PM10,2013-12-01,14,11,µg/mc
"Borgo Valsugana",PM10,2013-12-01,15,47,µg/mc
"Borgo Valsugana",PM10,2013-12-01,16,41,µg/mc
"Borgo Valsugana",PM10,2013-12-01,17,32,µg/mc
"Borgo Valsugana",PM10,2013-12-01,18,33,µg/mc
"Borgo Valsugana",PM10,2013-12-01,19,40,µg/mc
"Borgo Valsugana",PM10,2013-12-01,20,43,µg/mc
"Borgo Valsugana",PM10,2013-12-01,21,48,µg/mc
"Borgo Valsugana",PM10,2013-12-01,22,44,µg/mc
"Borgo Valsugana",PM10,2013-12-01,23,38,µg/mc
"Borgo Valsugana",PM10,2013-12-01,24,36,µg/mc
"Borgo Valsugana",PM10,2013-12-02,1,32,µg/mc
"Borgo Valsugana",PM10,2013-12-02,2,30,µg/mc
"Borgo Valsugana",PM10,2013-12-02,3,29,µg/mc
"Borgo Valsugana",PM10,2013-12-02,4,27,µg/mc
"Borgo Valsugana",PM10,2013-12-02,5,25,µg/mc
"Borgo Valsugana",PM10,2013-12-02,6,26,µg/mc
"Borgo Valsugana",PM10,2013-12-02,7,26,µg/mc
"Borgo Valsugana",PM10,2013-12-02,8,30,µg/mc
"Borgo Valsugana",PM10,2013-12-02,9,38,µg/mc
"Borgo Valsugana",PM10,2013-12-02,10,35,µg/mc
"Borgo Valsugana",PM10,2013-12-02,11,32,µg/mc
"Borgo Valsugana",PM10,2013-12-02,12,23,µg/mc
"Borgo Valsugana",PM10,2013-12-02,13,20,µg/mc
"Borgo Valsugana",PM10,2013-12-02,14,25,µg/mc
"Borgo Valsugana",PM10,2013-12-02,15,22,µg/mc
"Borgo Valsugana",PM10,2013-12-02,16,94,µg/mc
"Borgo Valsugana",PM10,2013-12-02,17,88,µg/mc
"Borgo Valsugana",PM10,2013-12-02,18,64,µg/mc
"Borgo Valsugana",PM10,2013-12-02,19,135,µg/mc
"Borgo Valsugana",PM10,2013-12-02,20,68,µg/mc
"Borgo Valsugana",PM10,2013-12-02,21,63,µg/mc
"Borgo Valsugana",PM10,2013-12-02,22,61,µg/mc
"Borgo Valsugana",PM10,2013-12-02,23,51,µg/mc
"Borgo Valsugana",PM10,2013-12-02,24,48,µg/mc
"Borgo Valsugana",PM10,2013-12-03,1,50,µg/mc
"Borgo Valsugana",PM10,2013-12-03,2,41,µg/mc
"Borgo Valsugana",PM10,2013-12-03,3,38,µg/mc
"Borgo Valsugana",PM10,2013-12-03,4,34,µg/mc
"Borgo Valsugana",PM10,2013-12-03,5,33,µg/mc
"Borgo Valsugana",PM10,2013-12-03,6,28,µg/mc
"Borgo Valsugana",PM10,2013-12-03,7,26,µg/mc
"Borgo Valsugana",PM10,2013-12-03,8,34,µg/mc
"Borgo Valsugana",PM10,2013-12-03,9,41,µg/mc
"Borgo Valsugana",PM10,2013-12-03,10,43,µg/mc
"Borgo Valsugana",PM10,2013-12-03,11,44,µg/mc
"Borgo Valsugana",PM10,2013-12-03,12,34,µg/mc
"Borgo Valsugana",PM10,2013-12-03,13,23,µg/mc
"Borgo Valsugana",PM10,2013-12-03,14,17,µg/mc
"Borgo Valsugana",PM10,2013-12-03,15,40,µg/mc
"Borgo Valsugana",PM10,2013-12-03,16,60,µg/mc
"Borgo Valsugana",PM10,2013-12-03,17,99,µg/mc
"Borgo Valsugana",PM10,2013-12-03,18,54,µg/mc
"Borgo Valsugana",PM10,2013-12-03,19,62,µg/mc
"Borgo Valsugana",PM10,2013-12-03,20,62,µg/mc
"Borgo Valsugana",PM10,2013-12-03,21,65,µg/mc
"Borgo Valsugana",PM10,2013-12-03,22,61,µg/mc
"Borgo Valsugana",PM10,2013-12-03,23,52,µg/mc
"Borgo Valsugana",PM10,2013-12-03,24,51,µg/mc
"Borgo Valsugana",PM10,2013-12-04,1,46,µg/mc
"Borgo Valsugana",PM10,2013-12-04,2,40,µg/mc
"Borgo Valsugana",PM10,2013-12-04,3,37,µg/mc
"Borgo Valsugana",PM10,2013-12-04,4,33,µg/mc
"Borgo Valsugana",PM10,2013-12-04,5,27,µg/mc
"Borgo Valsugana",PM10,2013-12-04,6,25,µg/mc
"Borgo Valsugana",PM10,2013-12-04,7,24,µg/mc
"Borgo Valsugana",PM10,2013-12-04,8,29,µg/mc
"Borgo Valsugana",PM10,2013-12-04,9,39,µg/mc
"Borgo Valsugana",PM10,2013-12-04,10,36,µg/mc
"Borgo Valsugana",PM10,2013-12-04,11,37,µg/mc
"Borgo Valsugana",PM10,2013-12-04,12,28,µg/mc
"Borgo Valsugana",PM10,2013-12-04,13,22,µg/mc
"Borgo Valsugana",PM10,2013-12-04,14,24,µg/mc
"Borgo Valsugana",PM10,2013-12-04,15,24,µg/mc
"Borgo Valsugana",PM10,2013-12-04,16,130,µg/mc
"Borgo Valsugana",PM10,2013-12-04,17,87,µg/mc
"Borgo Valsugana",PM10,2013-12-04,18,65,µg/mc
"Borgo Valsugana",PM10,2013-12-04,19,77,µg/mc
"Borgo Valsugana",PM10,2013-12-04,20,72,µg/mc
"Borgo Valsugana",PM10,2013-12-04,21,67,µg/mc
"Borgo Valsugana",PM10,2013-12-04,22,69,µg/mc
"Borgo Valsugana",PM10,2013-12-04,23,64,µg/mc
"Borgo Valsugana",PM10,2013-12-04,24,54,µg/mc
"Borgo Valsugana",PM10,2013-12-05,1,53,µg/mc
"Borgo Valsugana",PM10,2013-12-05,2,47,µg/mc
"Borgo Valsugana",PM10,2013-12-05,3,41,µg/mc
"Borgo Valsugana",PM10,2013-12-05,4,36,µg/mc
"Borgo Valsugana",PM10,2013-12-05,5,32,µg/mc
"Borgo Valsugana",PM10,2013-12-05,6,29,µg/mc
"Borgo Valsugana",PM10,2013-12-05,7,27,µg/mc
"Borgo Valsugana",PM10,2013-12-05,8,40,µg/mc
"Borgo Valsugana",PM10,2013-12-05,9,42,µg/mc
"Borgo Valsugana",PM10,2013-12-05,10,45,µg/mc
"Borgo Valsugana",PM10,2013-12-05,11,47,µg/mc
"Borgo Valsugana",PM10,2013-12-05,12,29,µg/mc
"Borgo Valsugana",PM10,2013-12-05,13,30,µg/mc
"Borgo Valsugana",PM10,2013-12-05,14,34,µg/mc
"Borgo Valsugana",PM10,2013-12-05,15,36,µg/mc
"Borgo Valsugana",PM10,2013-12-05,16,48,µg/mc
"Borgo Valsugana",PM10,2013-12-05,17,115,µg/mc
"Borgo Valsugana",PM10,2013-12-05,18,132,µg/mc
"Borgo Valsugana",PM10,2013-12-05,19,86,µg/mc
"Borgo Valsugana",PM10,2013-12-05,20,67,µg/mc
"Borgo Valsugana",PM10,2013-12-05,21,68,µg/mc
"Borgo Valsugana",PM10,2013-12-05,22,65,µg/mc
"Borgo Valsugana",PM10,2013-12-05,23,51,µg/mc
"Borgo Valsugana",PM10,2013-12-05,24,46,µg/mc
"Borgo Valsugana",PM10,2013-12-06,1,46,µg/mc
"Borgo Valsugana",PM10,2013-12-06,2,43,µg/mc
"Borgo Valsugana",PM10,2013-12-06,3,39,µg/mc
"Borgo Valsugana",PM10,2013-12-06,4,35,µg/mc
"Borgo Valsugana",PM10,2013-12-06,5,30,µg/mc
"Borgo Valsugana",PM10,2013-12-06,6,27,µg/mc
"Borgo Valsugana",PM10,2013-12-06,7,27,µg/mc
"Borgo Valsugana",PM10,2013-12-06,8,28,µg/mc
"Borgo Valsugana",PM10,2013-12-06,9,43,µg/mc
"Borgo Valsugana",PM10,2013-12-06,10,72,µg/mc
"Borgo Valsugana",PM10,2013-12-06,11,35,µg/mc
"Borgo Valsugana",PM10,2013-12-06,12,25,µg/mc
"Borgo Valsugana",PM10,2013-12-06,13,26,µg/mc
"Borgo Valsugana",PM10,2013-12-06,14,39,µg/mc
"Borgo Valsugana",PM10,2013-12-06,15,38,µg/mc
"Borgo Valsugana",PM10,2013-12-06,16,48,µg/mc
"Borgo Valsugana",PM10,2013-12-06,17,60,µg/mc
"Borgo Valsugana",PM10,2013-12-06,18,39,µg/mc
"Borgo Valsugana",PM10,2013-12-06,19,13,µg/mc
"Borgo Valsugana",PM10,2013-12-06,20,12,µg/mc
"Borgo Valsugana",PM10,2013-12-06,21,13,µg/mc
"Borgo Valsugana",PM10,2013-12-06,22,11,µg/mc
"Borgo Valsugana",PM10,2013-12-06,23,12,µg/mc
"Borgo Valsugana",PM10,2013-12-06,24,16,µg/mc
"Borgo Valsugana",PM10,2013-12-07,1,19,µg/mc
"Borgo Valsugana",PM10,2013-12-07,2,15,µg/mc
"Borgo Valsugana",PM10,2013-12-07,3,18,µg/mc
"Borgo Valsugana",PM10,2013-12-07,4,15,µg/mc
"Borgo Valsugana",PM10,2013-12-07,5,9,µg/mc
"Borgo Valsugana",PM10,2013-12-07,6,8,µg/mc
"Borgo Valsugana",PM10,2013-12-07,7,8,µg/mc
"Borgo Valsugana",PM10,2013-12-07,8,8,µg/mc
"Borgo Valsugana",PM10,2013-12-07,9,10,µg/mc
"Borgo Valsugana",PM10,2013-12-07,10,14,µg/mc
"Borgo Valsugana",PM10,2013-12-07,11,17,µg/mc
"Borgo Valsugana",PM10,2013-12-07,12,13,µg/mc
"Borgo Valsugana",PM10,2013-12-07,13,15,µg/mc
"Borgo Valsugana",PM10,2013-12-07,14,25,µg/mc
"Borgo Valsugana",PM10,2013-12-07,15,45,µg/mc
"Borgo Valsugana",PM10,2013-12-07,16,50,µg/mc
"Borgo Valsugana",PM10,2013-12-07,17,50,µg/mc
"Borgo Valsugana",PM10,2013-12-07,18,60,µg/mc
"Borgo Valsugana",PM10,2013-12-07,19,55,µg/mc
"Borgo Valsugana",PM10,2013-12-07,20,56,µg/mc
"Borgo Valsugana",PM10,2013-12-07,21,57,µg/mc
"Borgo Valsugana",PM10,2013-12-07,22,63,µg/mc
"Borgo Valsugana",PM10,2013-12-07,23,71,µg/mc
"Borgo Valsugana",PM10,2013-12-07,24,54,µg/mc
"Borgo Valsugana",PM10,2013-12-08,1,50,µg/mc
"Borgo Valsugana",PM10,2013-12-08,2,45,µg/mc
"Borgo Valsugana",PM10,2013-12-08,3,40,µg/mc
"Borgo Valsugana",PM10,2013-12-08,4,36,µg/mc
"Borgo Valsugana",PM10,2013-12-08,5,32,µg/mc
"Borgo Valsugana",PM10,2013-12-08,6,31,µg/mc
"Borgo Valsugana",PM10,2013-12-08,7,28,µg/mc
"Borgo Valsugana",PM10,2013-12-08,8,31,µg/mc
"Borgo Valsugana",PM10,2013-12-08,9,34,µg/mc
"Borgo Valsugana",PM10,2013-12-08,10,50,µg/mc
"Borgo Valsugana",PM10,2013-12-08,11,38,µg/mc
"Borgo Valsugana",PM10,2013-12-08,12,30,µg/mc
"Borgo Valsugana",PM10,2013-12-08,13,22,µg/mc
"Borgo Valsugana",PM10,2013-12-08,14,18,µg/mc
"Borgo Valsugana",PM10,2013-12-08,15,28,µg/mc
"Borgo Valsugana",PM10,2013-12-08,16,49,µg/mc
"Borgo Valsugana",PM10,2013-12-08,17,55,µg/mc
"Borgo Valsugana",PM10,2013-12-08,18,54,µg/mc
"Borgo Valsugana",PM10,2013-12-08,19,47,µg/mc
"Borgo Valsugana",PM10,2013-12-08,20,52,µg/mc
"Borgo Valsugana",PM10,2013-12-08,21,102,µg/mc
"Borgo Valsugana",PM10,2013-12-08,22,62,µg/mc
"Borgo Valsugana",PM10,2013-12-08,23,50,µg/mc
"Borgo Valsugana",PM10,2013-12-08,24,43,µg/mc
"Borgo Valsugana",PM10,2013-12-09,1,42,µg/mc
"Borgo Valsugana",PM10,2013-12-09,2,39,µg/mc
"Borgo Valsugana",PM10,2013-12-09,3,40,µg/mc
"Borgo Valsugana",PM10,2013-12-09,4,37,µg/mc
"Borgo Valsugana",PM10,2013-12-09,5,32,µg/mc
"Borgo Valsugana",PM10,2013-12-09,6,31,µg/mc
"Borgo Valsugana",PM10,2013-12-09,7,33,µg/mc
"Borgo Valsugana",PM10,2013-12-09,8,41,µg/mc
"Borgo Valsugana",PM10,2013-12-09,9,48,µg/mc
"Borgo Valsugana",PM10,2013-12-09,10,47,µg/mc
"Borgo Valsugana",PM10,2013-12-09,11,39,µg/mc
"Borgo Valsugana",PM10,2013-12-09,14,32,µg/mc
"Borgo Valsugana",PM10,2013-12-09,15,35,µg/mc
"Borgo Valsugana",PM10,2013-12-09,16,51,µg/mc
"Borgo Valsugana",PM10,2013-12-09,17,90,µg/mc
"Borgo Valsugana",PM10,2013-12-09,18,96,µg/mc
"Borgo Valsugana",PM10,2013-12-09,19,65,µg/mc
"Borgo Valsugana",PM10,2013-12-09,20,64,µg/mc
"Borgo Valsugana",PM10,2013-12-09,21,60,µg/mc
"Borgo Valsugana",PM10,2013-12-09,22,71,µg/mc
"Borgo Valsugana",PM10,2013-12-09,23,63,µg/mc
"Borgo Valsugana",PM10,2013-12-09,24,53,µg/mc
"Borgo Valsugana",PM10,2013-12-10,1,51,µg/mc
"Borgo Valsugana",PM10,2013-12-10,2,48,µg/mc
"Borgo Valsugana",PM10,2013-12-10,3,45,µg/mc
"Borgo Valsugana",PM10,2013-12-10,4,41,µg/mc
"Borgo Valsugana",PM10,2013-12-10,5,39,µg/mc
"Borgo Valsugana",PM10,2013-12-10,6,37,µg/mc
"Borgo Valsugana",PM10,2013-12-10,7,43,µg/mc
"Borgo Valsugana",PM10,2013-12-10,8,47,µg/mc
"Borgo Valsugana",PM10,2013-12-10,9,57,µg/mc
"Borgo Valsugana",PM10,2013-12-10,10,61,µg/mc
"Borgo Valsugana",PM10,2013-12-10,11,59,µg/mc
"Borgo Valsugana",PM10,2013-12-10,12,42,µg/mc
"Borgo Valsugana",PM10,2013-12-10,13,34,µg/mc
"Borgo Valsugana",PM10,2013-12-10,14,33,µg/mc
"Borgo Valsugana",PM10,2013-12-10,15,44,µg/mc
"Borgo Valsugana",PM10,2013-12-10,16,51,µg/mc
"Borgo Valsugana",PM10,2013-12-10,17,73,µg/mc
"Borgo Valsugana",PM10,2013-12-10,18,92,µg/mc
"Borgo Valsugana",PM10,2013-12-10,19,88,µg/mc
"Borgo Valsugana",PM10,2013-12-10,20,98,µg/mc
"Borgo Valsugana",PM10,2013-12-10,21,86,µg/mc
"Borgo Valsugana",PM10,2013-12-10,22,69,µg/mc
"Borgo Valsugana",PM10,2013-12-10,23,64,µg/mc
"Borgo Valsugana",PM10,2013-12-10,24,59,µg/mc
"Borgo Valsugana",PM10,2013-12-11,1,53,µg/mc
"Borgo Valsugana",PM10,2013-12-11,2,49,µg/mc
"Borgo Valsugana",PM10,2013-12-11,3,45,µg/mc
"Borgo Valsugana",PM10,2013-12-11,4,41,µg/mc
"Borgo Valsugana",PM10,2013-12-11,5,37,µg/mc
"Borgo Valsugana",PM10,2013-12-11,6,34,µg/mc
"Borgo Valsugana",PM10,2013-12-11,7,37,µg/mc
"Borgo Valsugana",PM10,2013-12-11,8,43,µg/mc
"Borgo Valsugana",PM10,2013-12-11,9,43,µg/mc
"Borgo Valsugana",PM10,2013-12-11,10,52,µg/mc
"Borgo Valsugana",PM10,2013-12-11,11,52,µg/mc
"Borgo Valsugana",PM10,2013-12-11,12,36,µg/mc
"Borgo Valsugana",PM10,2013-12-11,13,32,µg/mc
"Borgo Valsugana",PM10,2013-12-11,14,31,µg/mc
"Borgo Valsugana",PM10,2013-12-11,15,35,µg/mc
"Borgo Valsugana",PM10,2013-12-11,16,58,µg/mc
"Borgo Valsugana",PM10,2013-12-11,17,39,µg/mc
"Borgo Valsugana",PM10,2013-12-11,18,45,µg/mc
"Borgo Valsugana",PM10,2013-12-11,19,66,µg/mc
"Borgo Valsugana",PM10,2013-12-11,20,71,µg/mc
"Borgo Valsugana",PM10,2013-12-11,21,57,µg/mc
"Borgo Valsugana",PM10,2013-12-11,22,78,µg/mc
"Borgo Valsugana",PM10,2013-12-11,23,50,µg/mc
"Borgo Valsugana",PM10,2013-12-11,24,52,µg/mc
"Borgo Valsugana",PM10,2013-12-12,1,50,µg/mc
"Borgo Valsugana",PM10,2013-12-12,2,44,µg/mc
"Borgo Valsugana",PM10,2013-12-12,3,42,µg/mc
"Borgo Valsugana",PM10,2013-12-12,4,38,µg/mc
"Borgo Valsugana",PM10,2013-12-12,5,33,µg/mc
"Borgo Valsugana",PM10,2013-12-12,6,32,µg/mc
"Borgo Valsugana",PM10,2013-12-12,7,34,µg/mc
"Borgo Valsugana",PM10,2013-12-12,8,43,µg/mc
"Borgo Valsugana",PM10,2013-12-12,9,49,µg/mc
"Borgo Valsugana",PM10,2013-12-12,10,50,µg/mc
"Borgo Valsugana",PM10,2013-12-12,11,47,µg/mc
"Borgo Valsugana",PM10,2013-12-12,12,31,µg/mc
"Borgo Valsugana",PM10,2013-12-12,13,21,µg/mc
"Borgo Valsugana",PM10,2013-12-12,14,16,µg/mc
"Borgo Valsugana",PM10,2013-12-12,15,25,µg/mc
"Borgo Valsugana",PM10,2013-12-12,16,38,µg/mc
"Borgo Valsugana",PM10,2013-12-12,17,62,µg/mc
"Borgo Valsugana",PM10,2013-12-12,18,67,µg/mc
"Borgo Valsugana",PM10,2013-12-12,19,66,µg/mc
"Borgo Valsugana",PM10,2013-12-12,20,62,µg/mc
"Borgo Valsugana",PM10,2013-12-12,21,61,µg/mc
"Borgo Valsugana",PM10,2013-12-12,22,60,µg/mc
"Borgo Valsugana",PM10,2013-12-12,23,58,µg/mc
"Borgo Valsugana",PM10,2013-12-12,24,58,µg/mc
"Borgo Valsugana",PM10,2013-12-13,1,48,µg/mc
"Borgo Valsugana",PM10,2013-12-13,2,44,µg/mc
"Borgo Valsugana",PM10,2013-12-13,3,38,µg/mc
"Borgo Valsugana",PM10,2013-12-13,4,33,µg/mc
"Borgo Valsugana",PM10,2013-12-13,5,28,µg/mc
"Borgo Valsugana",PM10,2013-12-13,6,27,µg/mc
"Borgo Valsugana",PM10,2013-12-13,7,29,µg/mc
"Borgo Valsugana",PM10,2013-12-13,8,37,µg/mc
"Borgo Valsugana",PM10,2013-12-13,9,44,µg/mc
"Borgo Valsugana",PM10,2013-12-13,10,41,µg/mc
"Borgo Valsugana",PM10,2013-12-13,11,42,µg/mc
"Borgo Valsugana",PM10,2013-12-13,12,29,µg/mc
"Borgo Valsugana",PM10,2013-12-13,13,18,µg/mc
"Borgo Valsugana",PM10,2013-12-13,14,14,µg/mc
"Borgo Valsugana",PM10,2013-12-13,15,34,µg/mc
"Borgo Valsugana",PM10,2013-12-13,16,68,µg/mc
"Borgo Valsugana",PM10,2013-12-13,17,59,µg/mc
"Borgo Valsugana",PM10,2013-12-13,18,57,µg/mc
"Borgo Valsugana",PM10,2013-12-13,19,52,µg/mc
"Borgo Valsugana",PM10,2013-12-13,20,58,µg/mc
"Borgo Valsugana",PM10,2013-12-13,21,53,µg/mc
"Borgo Valsugana",PM10,2013-12-13,22,52,µg/mc
"Borgo Valsugana",PM10,2013-12-13,23,50,µg/mc
"Borgo Valsugana",PM10,2013-12-13,24,46,µg/mc
"Borgo Valsugana",PM10,2013-12-14,1,44,µg/mc
"Borgo Valsugana",PM10,2013-12-14,2,40,µg/mc
"Borgo Valsugana",PM10,2013-12-14,3,37,µg/mc
"Borgo Valsugana",PM10,2013-12-14,4,30,µg/mc
"Borgo Valsugana",PM10,2013-12-14,5,25,µg/mc
"Borgo Valsugana",PM10,2013-12-14,6,22,µg/mc
"Borgo Valsugana",PM10,2013-12-14,7,21,µg/mc
"Borgo Valsugana",PM10,2013-12-14,8,25,µg/mc
"Borgo Valsugana",PM10,2013-12-14,9,31,µg/mc
"Borgo Valsugana",PM10,2013-12-14,10,38,µg/mc
"Borgo Valsugana",PM10,2013-12-14,11,32,µg/mc
"Borgo Valsugana",PM10,2013-12-14,12,22,µg/mc
"Borgo Valsugana",PM10,2013-12-14,13,16,µg/mc
"Borgo Valsugana",PM10,2013-12-14,14,24,µg/mc
"Borgo Valsugana",PM10,2013-12-14,15,27,µg/mc
"Borgo Valsugana",PM10,2013-12-14,16,62,µg/mc
"Borgo Valsugana",PM10,2013-12-14,17,59,µg/mc
"Borgo Valsugana",PM10,2013-12-14,18,47,µg/mc
"Borgo Valsugana",PM10,2013-12-14,19,63,µg/mc
"Borgo Valsugana",PM10,2013-12-14,20,55,µg/mc
"Borgo Valsugana",PM10,2013-12-14,21,62,µg/mc
"Borgo Valsugana",PM10,2013-12-14,22,51,µg/mc
"Borgo Valsugana",PM10,2013-12-14,23,50,µg/mc
"Borgo Valsugana",PM10,2013-12-14,24,50,µg/mc
"Borgo Valsugana",PM10,2013-12-15,1,45,µg/mc
"Borgo Valsugana",PM10,2013-12-15,2,40,µg/mc
"Borgo Valsugana",PM10,2013-12-15,3,38,µg/mc
"Borgo Valsugana",PM10,2013-12-15,4,41,µg/mc
"Borgo Valsugana",PM10,2013-12-15,5,36,µg/mc
"Borgo Valsugana",PM10,2013-12-15,6,32,µg/mc
"Borgo Valsugana",PM10,2013-12-15,7,26,µg/mc
"Borgo Valsugana",PM10,2013-12-15,8,31,µg/mc
"Borgo Valsugana",PM10,2013-12-15,9,36,µg/mc
"Borgo Valsugana",PM10,2013-12-15,10,36,µg/mc
"Borgo Valsugana",PM10,2013-12-15,11,39,µg/mc
"Borgo Valsugana",PM10,2013-12-15,12,30,µg/mc
"Borgo Valsugana",PM10,2013-12-15,13,21,µg/mc
"Borgo Valsugana",PM10,2013-12-15,14,27,µg/mc
"Borgo Valsugana",PM10,2013-12-15,15,19,µg/mc
"Borgo Valsugana",PM10,2013-12-15,16,71,µg/mc
"Borgo Valsugana",PM10,2013-12-15,17,60,µg/mc
"Borgo Valsugana",PM10,2013-12-15,18,50,µg/mc
"Borgo Valsugana",PM10,2013-12-15,19,45,µg/mc
"Borgo Valsugana",PM10,2013-12-15,20,45,µg/mc
"Borgo Valsugana",PM10,2013-12-15,21,52,µg/mc
"Borgo Valsugana",PM10,2013-12-15,22,44,µg/mc
"Borgo Valsugana",PM10,2013-12-15,23,41,µg/mc
"Borgo Valsugana",PM10,2013-12-15,24,40,µg/mc
"Borgo Valsugana",PM10,2013-12-16,1,35,µg/mc
"Borgo Valsugana",PM10,2013-12-16,2,32,µg/mc
"Borgo Valsugana",PM10,2013-12-16,3,30,µg/mc
"Borgo Valsugana",PM10,2013-12-16,4,28,µg/mc
"Borgo Valsugana",PM10,2013-12-16,5,24,µg/mc
"Borgo Valsugana",PM10,2013-12-16,6,22,µg/mc
"Borgo Valsugana",PM10,2013-12-16,7,21,µg/mc
"Borgo Valsugana",PM10,2013-12-16,8,25,µg/mc
"Borgo Valsugana",PM10,2013-12-16,9,38,µg/mc
"Borgo Valsugana",PM10,2013-12-16,10,49,µg/mc
"Borgo Valsugana",PM10,2013-12-16,11,39,µg/mc
"Borgo Valsugana",PM10,2013-12-16,12,26,µg/mc
"Borgo Valsugana",PM10,2013-12-16,13,19,µg/mc
"Borgo Valsugana",PM10,2013-12-16,14,13,µg/mc
"Borgo Valsugana",PM10,2013-12-16,15,35,µg/mc
"Borgo Valsugana",PM10,2013-12-16,16,98,µg/mc
"Borgo Valsugana",PM10,2013-12-16,17,69,µg/mc
"Borgo Valsugana",PM10,2013-12-16,18,63,µg/mc
"Borgo Valsugana",PM10,2013-12-16,19,70,µg/mc
"Borgo Valsugana",PM10,2013-12-16,20,67,µg/mc
"Borgo Valsugana",PM10,2013-12-16,21,59,µg/mc
"Borgo Valsugana",PM10,2013-12-16,22,59,µg/mc
"Borgo Valsugana",PM10,2013-12-16,23,52,µg/mc
"Borgo Valsugana",PM10,2013-12-16,24,51,µg/mc
"Borgo Valsugana",PM10,2013-12-17,1,47,µg/mc
"Borgo Valsugana",PM10,2013-12-17,2,43,µg/mc
"Borgo Valsugana",PM10,2013-12-17,3,39,µg/mc
"Borgo Valsugana",PM10,2013-12-17,4,33,µg/mc
